name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Neem Tree,Pinus,No,Endangered,Mountains,Pune,South India,National flower of India,summer,afternoon
Lotus,Ocimum sanctum,No,Vulnerable,Wetlands,Amravati,Northeast India,Sacred plant in India,spring,afternoon
Lotus,Pinus,No,Vulnerable,Wetlands,Amravati,Central India,Fast-growing and high yield,monsoon,night
Mango Tree,Mangifera indica,No,Vulnerable,Mountains,Lucknow,Northeast India,National flower of India,monsoon,morning
Sunflower,Nelumbo nucifera,Yes,Endangered,Tropical Forests,Delhi,South India,Sacred plant in India,spring,night
Rose,Aloe barbadensis,No,Near Threatened,Mountains,Pune,East India,National flower of India,spring,morning
Tulsi,Aloe barbadensis,Yes,Endangered,Wetlands,Ahmedabad,Northeast India,Known for medicinal properties,monsoon,night
Pine Tree,Aloe barbadensis,Yes,Endangered,Grasslands,Mumbai,Northeast India,National flower of India,monsoon,afternoon
Neem Tree,Azadirachta indica,No,Endangered,Grasslands,Amravati,North India,Healing properties for skin,winter,afternoon
Pine Tree,Musa acuminata,Yes,Least Concern,Rainforests,Mumbai,West India,Symbol of love and beauty,winter,morning
Sunflower,Musa acuminata,Yes,Vulnerable,Rainforests,Pune,West India,Survives in arid climates,monsoon,afternoon
Aloe Vera,Azadirachta indica,No,Near Threatened,Mountains,Bangalore,East India,Symbol of love and beauty,spring,night
Tulsi,Helianthus annuus,No,Endangered,Mountains,Delhi,North India,Sacred plant in India,monsoon,night
Mango Tree,Nelumbo nucifera,No,Least Concern,Grasslands,Kolkata,Central India,Healing properties for skin,winter,night
Neem Tree,Rosa indica,Yes,Near Threatened,Wetlands,Chennai,West India,Known for medicinal properties,monsoon,night
Tulsi,Ocimum sanctum,No,Near Threatened,Tropical Forests,Kolkata,South India,Evergreen and long-lived,spring,night
Aloe Vera,Azadirachta indica,No,Vulnerable,Rainforests,Pune,West India,Evergreen and long-lived,monsoon,morning
Rose,Cactaceae,Yes,Near Threatened,Deserts,Nagpur,Central India,Healing properties for skin,monsoon,morning
Rose,Cactaceae,Yes,Vulnerable,Mountains,Nagpur,North India,Sacred plant in India,spring,night
Cactus,Aloe barbadensis,No,Least Concern,Rainforests,Lucknow,South India,Sacred plant in India,monsoon,night
Pine Tree,Musa acuminata,Yes,Least Concern,Rainforests,Amravati,West India,Known for medicinal properties,spring,morning
Neem Tree,Pinus,Yes,Endangered,Mountains,Nagpur,Central India,Symbol of love and beauty,winter,night
Aloe Vera,Cactaceae,No,Least Concern,Deserts,Pune,Central India,Evergreen and long-lived,monsoon,night
Pine Tree,Ocimum sanctum,No,Vulnerable,Wetlands,Kolkata,Central India,National flower of India,winter,morning
Tulsi,Nelumbo nucifera,No,Least Concern,Rainforests,Chennai,North India,Sacred plant in India,spring,morning
Pine Tree,Ocimum sanctum,Yes,Least Concern,Grasslands,Bangalore,North India,Evergreen and long-lived,monsoon,morning
Lotus,Helianthus annuus,Yes,Near Threatened,Wetlands,Amravati,West India,Symbol of love and beauty,monsoon,morning
Lotus,Helianthus annuus,No,Vulnerable,Coastal Forests,Amravati,East India,Fast-growing and high yield,spring,morning
Tulsi,Pinus,Yes,Vulnerable,Orchards,Bangalore,South India,Symbol of love and beauty,monsoon,afternoon
Lotus,Nelumbo nucifera,No,Vulnerable,Rainforests,Lucknow,South India,National flower of India,spring,afternoon
Cactus,Musa acuminata,Yes,Endangered,Deserts,Delhi,South India,Produces delicious fruit,monsoon,afternoon
Tulsi,Mangifera indica,Yes,Endangered,Rainforests,Hyderabad,North India,Healing properties for skin,monsoon,night
Neem Tree,Pinus,Yes,Vulnerable,Mountains,Chennai,West India,Produces delicious fruit,winter,night
Mango Tree,Mangifera indica,Yes,Least Concern,Rainforests,Chennai,West India,Sacred plant in India,summer,afternoon
Mango Tree,Aloe barbadensis,No,Endangered,Urban Gardens,Kolkata,Central India,Turns towards the sun,spring,afternoon
Tulsi,Ocimum sanctum,Yes,Endangered,Urban Gardens,Lucknow,South India,Known for medicinal properties,winter,night
Mango Tree,Ocimum sanctum,Yes,Vulnerable,Urban Gardens,Amravati,North India,Sacred plant in India,monsoon,night
Mango Tree,Cactaceae,No,Near Threatened,Fields,Lucknow,East India,Fast-growing and high yield,summer,night
Sunflower,Rosa indica,No,Vulnerable,Coastal Forests,Kolkata,West India,Known for medicinal properties,spring,afternoon
Pine Tree,Nelumbo nucifera,Yes,Vulnerable,Rainforests,Nagpur,Central India,Sacred plant in India,summer,morning
Rose,Nelumbo nucifera,No,Least Concern,Rainforests,Kolkata,South India,Survives in arid climates,winter,night
Rose,Ocimum sanctum,Yes,Endangered,Coastal Forests,Hyderabad,Northeast India,Evergreen and long-lived,monsoon,afternoon
Cactus,Aloe barbadensis,No,Near Threatened,Deserts,Pune,East India,Healing properties for skin,monsoon,morning
Neem Tree,Nelumbo nucifera,Yes,Endangered,Fields,Kolkata,North India,Evergreen and long-lived,winter,morning
Rose,Musa acuminata,No,Near Threatened,Mountains,Ahmedabad,Central India,Produces delicious fruit,spring,night
Banana Plant,Ocimum sanctum,No,Least Concern,Tropical Forests,Hyderabad,South India,Known for medicinal properties,spring,morning
Lotus,Rosa indica,No,Endangered,Mountains,Hyderabad,South India,Turns towards the sun,monsoon,night
Sunflower,Azadirachta indica,No,Endangered,Orchards,Bangalore,South India,National flower of India,winter,afternoon
Neem Tree,Helianthus annuus,No,Vulnerable,Mountains,Lucknow,South India,Produces delicious fruit,winter,night
Banana Plant,Rosa indica,No,Endangered,Fields,Ahmedabad,North India,Evergreen and long-lived,monsoon,afternoon
Pine Tree,Musa acuminata,Yes,Endangered,Fields,Pune,Northeast India,Turns towards the sun,winter,morning
Banana Plant,Mangifera indica,Yes,Endangered,Urban Gardens,Ahmedabad,West India,Turns towards the sun,summer,night
Banana Plant,Rosa indica,Yes,Near Threatened,Fields,Mumbai,North India,Healing properties for skin,spring,afternoon
Mango Tree,Musa acuminata,No,Endangered,Coastal Forests,Hyderabad,West India,Healing properties for skin,summer,morning
Aloe Vera,Ocimum sanctum,No,Near Threatened,Mountains,Chennai,Central India,Turns towards the sun,winter,afternoon
Rose,Rosa indica,No,Endangered,Deserts,Amravati,Northeast India,Produces delicious fruit,summer,morning
Neem Tree,Nelumbo nucifera,No,Least Concern,Deserts,Kolkata,Central India,National flower of India,summer,morning
Cactus,Cactaceae,No,Near Threatened,Deserts,Hyderabad,East India,Known for medicinal properties,summer,night
Sunflower,Azadirachta indica,Yes,Vulnerable,Grasslands,Lucknow,North India,Known for medicinal properties,winter,night
Cactus,Nelumbo nucifera,No,Vulnerable,Coastal Forests,Bangalore,East India,National flower of India,summer,afternoon
Rose,Azadirachta indica,Yes,Near Threatened,Rainforests,Chennai,South India,Healing properties for skin,summer,afternoon
Pine Tree,Musa acuminata,Yes,Endangered,Rainforests,Amravati,East India,National flower of India,monsoon,night
Sunflower,Mangifera indica,No,Endangered,Wetlands,Mumbai,North India,Evergreen and long-lived,winter,morning
Mango Tree,Aloe barbadensis,No,Near Threatened,Coastal Forests,Hyderabad,South India,Known for medicinal properties,spring,night
Cactus,Helianthus annuus,No,Vulnerable,Coastal Forests,Amravati,North India,National flower of India,monsoon,morning
Pine Tree,Cactaceae,No,Endangered,Rainforests,Jaipur,East India,Evergreen and long-lived,summer,night
Tulsi,Ocimum sanctum,Yes,Vulnerable,Deserts,Amravati,South India,National flower of India,monsoon,night
Sunflower,Musa acuminata,Yes,Least Concern,Wetlands,Nagpur,West India,Symbol of love and beauty,monsoon,night
Sunflower,Azadirachta indica,No,Endangered,Mountains,Nagpur,West India,Survives in arid climates,summer,afternoon
Neem Tree,Aloe barbadensis,Yes,Vulnerable,Orchards,Pune,North India,National flower of India,summer,morning
Rose,Pinus,No,Endangered,Grasslands,Delhi,Northeast India,Symbol of love and beauty,summer,night
Mango Tree,Aloe barbadensis,Yes,Endangered,Coastal Forests,Delhi,West India,Fast-growing and high yield,summer,afternoon
Banana Plant,Rosa indica,No,Endangered,Tropical Forests,Delhi,South India,Turns towards the sun,monsoon,morning
Banana Plant,Nelumbo nucifera,Yes,Vulnerable,Mountains,Mumbai,North India,Turns towards the sun,spring,night
Sunflower,Nelumbo nucifera,No,Vulnerable,Fields,Lucknow,West India,Produces delicious fruit,summer,afternoon
Pine Tree,Musa acuminata,Yes,Least Concern,Orchards,Jaipur,South India,Survives in arid climates,spring,afternoon
Lotus,Rosa indica,Yes,Vulnerable,Deserts,Pune,Central India,Symbol of love and beauty,spring,night
Rose,Mangifera indica,No,Least Concern,Fields,Mumbai,West India,Turns towards the sun,winter,morning
Tulsi,Helianthus annuus,No,Near Threatened,Wetlands,Delhi,West India,Turns towards the sun,summer,morning
Aloe Vera,Pinus,No,Endangered,Rainforests,Pune,West India,Turns towards the sun,spring,morning
Tulsi,Helianthus annuus,Yes,Least Concern,Deserts,Chennai,Northeast India,Symbol of love and beauty,monsoon,morning
Neem Tree,Pinus,No,Least Concern,Tropical Forests,Bangalore,Northeast India,Survives in arid climates,spring,night
Aloe Vera,Ocimum sanctum,Yes,Least Concern,Mountains,Jaipur,North India,Evergreen and long-lived,winter,night
Neem Tree,Nelumbo nucifera,Yes,Endangered,Tropical Forests,Delhi,Central India,Fast-growing and high yield,summer,afternoon
Rose,Cactaceae,No,Vulnerable,Wetlands,Hyderabad,East India,National flower of India,winter,night
Sunflower,Azadirachta indica,Yes,Near Threatened,Tropical Forests,Delhi,Central India,Symbol of love and beauty,summer,night
Neem Tree,Musa acuminata,Yes,Vulnerable,Deserts,Chennai,East India,Turns towards the sun,monsoon,morning
Neem Tree,Azadirachta indica,Yes,Near Threatened,Urban Gardens,Mumbai,South India,Turns towards the sun,monsoon,morning
Lotus,Helianthus annuus,Yes,Near Threatened,Tropical Forests,Mumbai,South India,Produces delicious fruit,winter,morning
Rose,Pinus,No,Vulnerable,Coastal Forests,Jaipur,West India,Known for medicinal properties,summer,morning
Neem Tree,Mangifera indica,No,Near Threatened,Rainforests,Bangalore,Northeast India,National flower of India,summer,night
Banana Plant,Ocimum sanctum,Yes,Endangered,Rainforests,Nagpur,Northeast India,Survives in arid climates,winter,night
Cactus,Musa acuminata,No,Endangered,Coastal Forests,Mumbai,West India,Fast-growing and high yield,summer,night
Pine Tree,Mangifera indica,No,Near Threatened,Wetlands,Chennai,North India,Fast-growing and high yield,monsoon,night
Rose,Mangifera indica,No,Vulnerable,Fields,Amravati,Central India,Symbol of love and beauty,winter,afternoon
Sunflower,Pinus,No,Least Concern,Grasslands,Jaipur,North India,Fast-growing and high yield,winter,morning
Tulsi,Azadirachta indica,Yes,Endangered,Fields,Chennai,Central India,Healing properties for skin,monsoon,night
Pine Tree,Helianthus annuus,No,Near Threatened,Fields,Ahmedabad,Northeast India,Symbol of love and beauty,spring,morning
Mango Tree,Pinus,No,Endangered,Deserts,Lucknow,South India,Survives in arid climates,summer,morning
Lotus,Pinus,No,Vulnerable,Deserts,Lucknow,East India,Known for medicinal properties,winter,afternoon
Aloe Vera,Nelumbo nucifera,No,Least Concern,Grasslands,Chennai,South India,Symbol of love and beauty,winter,night
Sunflower,Musa acuminata,No,Endangered,Fields,Chennai,South India,Fast-growing and high yield,winter,morning
Cactus,Nelumbo nucifera,Yes,Near Threatened,Tropical Forests,Lucknow,Northeast India,Turns towards the sun,winter,night
Pine Tree,Pinus,Yes,Endangered,Urban Gardens,Amravati,East India,Produces delicious fruit,summer,night
Lotus,Rosa indica,Yes,Endangered,Wetlands,Kolkata,North India,Healing properties for skin,monsoon,night
Lotus,Aloe barbadensis,No,Endangered,Rainforests,Bangalore,Northeast India,Known for medicinal properties,spring,afternoon
Pine Tree,Ocimum sanctum,Yes,Least Concern,Fields,Hyderabad,East India,Known for medicinal properties,monsoon,afternoon
Rose,Aloe barbadensis,Yes,Vulnerable,Coastal Forests,Delhi,Northeast India,Symbol of love and beauty,spring,night
Neem Tree,Nelumbo nucifera,Yes,Endangered,Coastal Forests,Kolkata,East India,Survives in arid climates,summer,afternoon
Tulsi,Ocimum sanctum,Yes,Near Threatened,Coastal Forests,Kolkata,East India,Known for medicinal properties,winter,afternoon
Cactus,Mangifera indica,No,Least Concern,Wetlands,Hyderabad,South India,Symbol of love and beauty,summer,afternoon
Sunflower,Ocimum sanctum,No,Endangered,Grasslands,Delhi,West India,Sacred plant in India,monsoon,afternoon
Mango Tree,Ocimum sanctum,Yes,Near Threatened,Mountains,Chennai,Northeast India,Known for medicinal properties,spring,night
Rose,Cactaceae,No,Vulnerable,Rainforests,Pune,Central India,Healing properties for skin,spring,night
Banana Plant,Nelumbo nucifera,No,Vulnerable,Wetlands,Chennai,North India,Healing properties for skin,winter,night
Aloe Vera,Helianthus annuus,Yes,Least Concern,Fields,Mumbai,South India,Known for medicinal properties,spring,morning
Tulsi,Mangifera indica,Yes,Least Concern,Rainforests,Lucknow,North India,Fast-growing and high yield,summer,night
Tulsi,Nelumbo nucifera,No,Near Threatened,Deserts,Hyderabad,Central India,Healing properties for skin,spring,morning
Lotus,Cactaceae,Yes,Vulnerable,Fields,Lucknow,Northeast India,Evergreen and long-lived,winter,afternoon
Banana Plant,Aloe barbadensis,Yes,Near Threatened,Tropical Forests,Nagpur,East India,Turns towards the sun,winter,afternoon
Tulsi,Ocimum sanctum,No,Least Concern,Rainforests,Jaipur,Northeast India,Healing properties for skin,monsoon,afternoon
Neem Tree,Aloe barbadensis,No,Endangered,Coastal Forests,Pune,Northeast India,Known for medicinal properties,monsoon,morning
Sunflower,Aloe barbadensis,No,Near Threatened,Fields,Jaipur,West India,Known for medicinal properties,summer,morning
Pine Tree,Rosa indica,Yes,Vulnerable,Orchards,Nagpur,West India,Evergreen and long-lived,monsoon,afternoon
Banana Plant,Cactaceae,Yes,Least Concern,Fields,Delhi,South India,Evergreen and long-lived,spring,night
Cactus,Helianthus annuus,No,Vulnerable,Tropical Forests,Bangalore,Northeast India,Survives in arid climates,summer,morning
Cactus,Helianthus annuus,No,Near Threatened,Grasslands,Nagpur,South India,Evergreen and long-lived,summer,morning
Aloe Vera,Mangifera indica,No,Endangered,Orchards,Kolkata,East India,Evergreen and long-lived,spring,afternoon
Sunflower,Musa acuminata,Yes,Endangered,Rainforests,Hyderabad,East India,Known for medicinal properties,winter,afternoon
Banana Plant,Helianthus annuus,Yes,Least Concern,Coastal Forests,Jaipur,West India,Fast-growing and high yield,monsoon,night
Cactus,Nelumbo nucifera,Yes,Endangered,Rainforests,Lucknow,South India,Turns towards the sun,winter,afternoon
Sunflower,Musa acuminata,No,Endangered,Tropical Forests,Ahmedabad,Central India,Known for medicinal properties,monsoon,night
Aloe Vera,Cactaceae,No,Endangered,Tropical Forests,Lucknow,North India,Evergreen and long-lived,winter,morning
Lotus,Helianthus annuus,No,Near Threatened,Tropical Forests,Delhi,East India,Symbol of love and beauty,winter,morning
Banana Plant,Aloe barbadensis,Yes,Least Concern,Grasslands,Chennai,Northeast India,National flower of India,monsoon,night
Neem Tree,Ocimum sanctum,No,Least Concern,Deserts,Nagpur,North India,Known for medicinal properties,spring,morning
Tulsi,Rosa indica,Yes,Vulnerable,Fields,Bangalore,Central India,Produces delicious fruit,winter,morning
Lotus,Aloe barbadensis,No,Near Threatened,Urban Gardens,Amravati,Northeast India,Healing properties for skin,spring,morning
Neem Tree,Aloe barbadensis,No,Endangered,Urban Gardens,Bangalore,South India,Symbol of love and beauty,summer,afternoon
Banana Plant,Mangifera indica,No,Vulnerable,Coastal Forests,Pune,Central India,Produces delicious fruit,winter,night
Cactus,Cactaceae,No,Endangered,Deserts,Mumbai,Central India,Produces delicious fruit,spring,morning
Banana Plant,Rosa indica,Yes,Near Threatened,Urban Gardens,Amravati,West India,Fast-growing and high yield,spring,night
Neem Tree,Aloe barbadensis,No,Least Concern,Grasslands,Lucknow,Northeast India,Produces delicious fruit,spring,afternoon
Mango Tree,Rosa indica,Yes,Vulnerable,Coastal Forests,Kolkata,South India,Turns towards the sun,monsoon,afternoon
Sunflower,Cactaceae,No,Least Concern,Coastal Forests,Jaipur,East India,Evergreen and long-lived,summer,afternoon
Aloe Vera,Musa acuminata,Yes,Endangered,Grasslands,Kolkata,Central India,Turns towards the sun,spring,morning
Pine Tree,Azadirachta indica,No,Least Concern,Deserts,Ahmedabad,East India,National flower of India,monsoon,morning
Rose,Aloe barbadensis,Yes,Least Concern,Coastal Forests,Kolkata,West India,Evergreen and long-lived,spring,afternoon
Mango Tree,Ocimum sanctum,No,Endangered,Urban Gardens,Delhi,East India,National flower of India,monsoon,afternoon
Sunflower,Cactaceae,Yes,Endangered,Deserts,Kolkata,North India,Survives in arid climates,spring,afternoon
